videoId,title,duration,views,date,link
-lQdlJh8cCE,دورة مكثفة في تداول الخيارات,,,,https://www.youtube.com/watch?v=-lQdlJh8cCE
jzQSgTGWCIw,هل سيحل الذكاء الاصطناعي محل المحللين الكميين؟,,,,https://www.youtube.com/watch?v=jzQSgTGWCIw&pp=0gcJCZkLAYcqIYzv
1OByexsEJXc,كيفية تداول الخيارات باستخدام نموذج بلاك-شولز,,,,https://www.youtube.com/watch?v=1OByexsEJXc
hYNxlEKy5Hg,الرياضيات تثبت أن الرحلة أهم من الوجهة,,,,https://www.youtube.com/watch?v=hYNxlEKy5Hg
iPsPRQlDeTA,كيفية تداول خيار البيع المغطى,,,,https://www.youtube.com/watch?v=iPsPRQlDeTA
RrRbz6oXwxE,كيفية قراءة سلسلة الخيارات,,,,https://www.youtube.com/watch?v=RrRbz6oXwxE
AjxnxG2WsHk,كيف لا تهتم برأي الناس باستخدام الرياضيات,,,,https://www.youtube.com/watch?v=AjxnxG2WsHk
20PEEtXrqUI,"رياضيات ""حرق القوارب"": لماذا يؤدي التحوط إلى تدمير كل شيء",,,,https://www.youtube.com/watch?v=20PEEtXrqUI&pp=0gcJCZkLAYcqIYzv
Ok08aBwfeDY,تقلبات الحياة السلبية: الرياضيات مقابل المخدرات، الحافة، الحكم,,,,https://www.youtube.com/watch?v=Ok08aBwfeDY
MlUSlKD8JTg,المخاطرة دائماً ما تُقيّم بشكل خاطئ: الفتيات الجميلات، التحدث أمام الجمهور، ترك وظيفتك,,,,https://www.youtube.com/watch?v=MlUSlKD8JTg
yuMKoXmjtNg,كيف تعيش وفقًا للرياضيات,,,,https://www.youtube.com/watch?v=yuMKoXmjtNg
GyrcydIWJpo,كتاب الطبخ الغاوسي للمتخصصين الطموحين في مجال الكميات,,,,https://www.youtube.com/watch?v=GyrcydIWJpo&pp=0gcJCZkLAYcqIYzv
2-gEfXQZFr0,التمويل الكمي في 3 دقائق,,,,https://www.youtube.com/watch?v=2-gEfXQZFr0
Cr7kBSPqD8A,كيف يحل رفع ماركوف مشكلة التقلب الخشن,,,,https://www.youtube.com/watch?v=Cr7kBSPqD8A
NJ5PNfIQHrE,توقف عن استخدام نسبة شارب حتى تشاهد هذا,,,,https://www.youtube.com/watch?v=NJ5PNfIQHrE&pp=0gcJCZkLAYcqIYzv
o1mCFVt79Y8,مقارنة بين خوارزمية بلاك-ليترمان وخوارزمية تحسين المحفظة الاستثمارية باستخدام متوسط ​​التباين (MV...,,,,https://www.youtube.com/watch?v=o1mCFVt79Y8
1mpNxBaBeOw,Quant Ranks Retail Trading Mistakes that Blow Up Your Account,,,,https://www.youtube.com/watch?v=1mpNxBaBeOw
7hezNf49iKc,كيفية الحصول على بيانات السوق التاريخية باستخدام Interactive Brokers و Python,,,,https://www.youtube.com/watch?v=7hezNf49iKc
sjq3toGtr0U,3 أخطاء شائعة في اختبار استراتيجيات التداول قد تدمر استراتيجيتك التجارية,,,,https://www.youtube.com/watch?v=sjq3toGtr0U
UzTJHs3-eT0,أراهن أنك لم تجد ألفا قط (ويمكنني إثبات ذلك),,,,https://www.youtube.com/watch?v=UzTJHs3-eT0
BuPil7nXvMU,تداول ارتداد المتوسط ​​باستخدام مرشحات كالمان,,,,https://www.youtube.com/watch?v=BuPil7nXvMU
BotPHbWFRUA,عمليات هوكس للتمويل الكمي,,,,https://www.youtube.com/watch?v=BotPHbWFRUA&pp=0gcJCZkLAYcqIYzv
7nvjrgqKjJE,عدم الاستقرار وأسباب فشل توقيت السوق,,,,https://www.youtube.com/watch?v=7nvjrgqKjJE
zVJY_oaVh-0,مرشحات كالمان للتمويل الكمي,,,,https://www.youtube.com/watch?v=zVJY_oaVh-0
24-wC8RI7BA,كيف تُسعّر غولدمان ساكس مقايضات التباين,,,,https://www.youtube.com/watch?v=24-wC8RI7BA
CFqo-BMtKgY,كوانت يرد على تعليقات يوتيوب ويصححها,,,,https://www.youtube.com/watch?v=CFqo-BMtKgY
8CB22YhioRw,تقلبات بلاك-شولز الضمنية في 3 دقائق,,,,https://www.youtube.com/watch?v=8CB22YhioRw
JjbBAyu0DmI,How a Quant Manages a Portfolio,,,,https://www.youtube.com/watch?v=JjbBAyu0DmI
mZLNzqDZHbA,كيفية التداول الكمي في 3 دقائق,,,,https://www.youtube.com/watch?v=mZLNzqDZHbA
bTMSAEn0XW4,خمسة مشاريع جعلتني محللاً كمياً,,,,https://www.youtube.com/watch?v=bTMSAEn0XW4
ifwhZDCjAgo,يقوم برنامج Quant باشتقاق عملية فولتيرا وتقسيمها ومحاكاتها باستخدام لغة بايثون.,,,,https://www.youtube.com/watch?v=ifwhZDCjAgo
5JEeAsQqlro,How to Build a Live Volatility Surface in Python (Interactive Brokers),,,,https://www.youtube.com/watch?v=5JEeAsQqlro
wYpg0TGxvgM,محلل كمي يشرح تسعير الخيارات المحايدة للمخاطر,,,,https://www.youtube.com/watch?v=wYpg0TGxvgM
oug0vzbwISQ,عمليات بواسون للتمويل الكمي,,,,https://www.youtube.com/watch?v=oug0vzbwISQ
dryV1qJYUw8,لماذا يخسر معظم المتداولين: مبدأ الإرجودية في التداول الكمي,,,,https://www.youtube.com/watch?v=dryV1qJYUw8
ZwS1gMGegrM,The 5 Papers that Built Modern Quant Finance,,,,https://www.youtube.com/watch?v=ZwS1gMGegrM
pyD-zXuP8Qo,My Approach to Solving Quant Interview Questions (Optiver Example),,,,https://www.youtube.com/watch?v=pyD-zXuP8Qo&pp=0gcJCZkLAYcqIYzv
Ivz58kZLD2U,مهارة التداول أم حظ السوق؟ محلل كمي يشرح ألفا في 3 دقائق,,,,https://www.youtube.com/watch?v=Ivz58kZLD2U
fzz22JNg9HE,Profitable vs Tradable: Why Most Strategies Fail Live,,,,https://www.youtube.com/watch?v=fzz22JNg9HE
kLJEXE5_7rI,I Made the Quant Roadmap,,,,https://www.youtube.com/watch?v=kLJEXE5_7rI
xJJ1nWj9Rto,يشرح خبير كمي عملية الاختبار الخلفي باستخدام لعبة البوكر.,,,,https://www.youtube.com/watch?v=xJJ1nWj9Rto&pp=0gcJCZkLAYcqIYzv
CkXljL6eI5A,كيفية بناء روبوت تبديل الأنظمة باستخدام سلسلة ماركوف في بايثون مع Interactive Brokers | الجزء الثاني,,,,https://www.youtube.com/watch?v=CkXljL6eI5A
2-VRYBKfoyE,How to Price Options with Monte Carlo Simulation,,,,https://www.youtube.com/watch?v=2-VRYBKfoyE
GZnCiXMNZcQ,How to Build a Markov Chain Regime Switching Bot in Python with Interactive Brokers | Part 1,,,,https://www.youtube.com/watch?v=GZnCiXMNZcQ
w-EbZ6Xct_E,لماذا تكون اختباراتك السابقة خاطئة؟ | خاصية ماركوف للتداول الكمي,,,,https://www.youtube.com/watch?v=w-EbZ6Xct_E
qBSrjoTdQpA,من غير الاستهداف إلى الكم: كيفية الحصول على وظيفة كمية في 3 خطوات,,,,https://www.youtube.com/watch?v=qBSrjoTdQpA
aVzFKwyzwM0,Quant Explains Algorithmic Market-Making,,,,https://www.youtube.com/watch?v=aVzFKwyzwM0&pp=0gcJCZkLAYcqIYzv
DL_mG-RUFlQ,لقد قمت بتصنيف أفضل التخصصات الجامعية لتصبح متخصصًا في علم الكم,,,,https://www.youtube.com/watch?v=DL_mG-RUFlQ
IIzGqL3ChEs,كيف أثبتت الفيزياء بالصدفة نموذج بلاك-سكولز,,,,https://www.youtube.com/watch?v=IIzGqL3ChEs
vygK0EXY8ZI,كيف نجحت في اجتياز المقابلة الكمية,,,,https://www.youtube.com/watch?v=vygK0EXY8ZI
6llKh4kQBYs,Natural Language Processing (NLP) for Quant Trading,,,,https://www.youtube.com/watch?v=6llKh4kQBYs
izuZqWz-Dpg,الكتب التي جعلتني كمّيًا,,,,https://www.youtube.com/watch?v=izuZqWz-Dpg
n5acv8R-lN8,الشبكات العصبية للتمويل الكمي,,,,https://www.youtube.com/watch?v=n5acv8R-lN8
n1Z90Iwc_co,حياتي كخبير كمي,,,,https://www.youtube.com/watch?v=n1Z90Iwc_co
q2era-4pnic,نظرية الحد المركزي للتمويل الكمي,,,,https://www.youtube.com/watch?v=q2era-4pnic
GvX8Ragl3ZU,هل التداول مقامرة؟ يُثبت الكمّ أنه لا يعتمد على الرياضيات والمنطق,,,,https://www.youtube.com/watch?v=GvX8Ragl3ZU
jiAdz9W4aDI,الحركة البراونية للتمويل الكمي,,,,https://www.youtube.com/watch?v=jiAdz9W4aDI
brdG1TmsPlw,لماذا تفشل النماذج الكمية (سر وول ستريت القذر),,,,https://www.youtube.com/watch?v=brdG1TmsPlw
gG9Xsvgqvp4,البنوك مجرد كازينوهات (كوانت يشرح السبب),,,,https://www.youtube.com/watch?v=gG9Xsvgqvp4
wJfIk3VnubE,Quant Busts 3 Trading Myths with Math,,,,https://www.youtube.com/watch?v=wJfIk3VnubE
Xtth2F1xm5Q,How to Build an Earnings Event Trading Dashboard in Python (Interactive Brokers API),,,,https://www.youtube.com/watch?v=Xtth2F1xm5Q
3gblERSSHXI,Quant vs. Discretionary Trading,,,,https://www.youtube.com/watch?v=3gblERSSHXI
915-fyEM9l8,Do Emojis Predict Stock Returns? | Quant Guild at UCSD's Triton Quantitative Trading,,,,https://www.youtube.com/watch?v=915-fyEM9l8
uivlsPk0WLQ,يثبت الكم أن التداول لا يمكن تعليمه (ولكن يمكنك تعلم هذا),,,,https://www.youtube.com/watch?v=uivlsPk0WLQ
Bru4Mkr601Q,نماذج ماركوف المخفية للتمويل الكمي,,,,https://www.youtube.com/watch?v=Bru4Mkr601Q
JuD3KGQhofw,لماذا يُعدّ محترفو البوكر من أفضل المتداولين (ليس الأمر متعلقًا بالحظ),,,,https://www.youtube.com/watch?v=JuD3KGQhofw
k8oQfd6M5sA,سلاسل ماركوف للتمويل الكمي,,,,https://www.youtube.com/watch?v=k8oQfd6M5sA&pp=0gcJCZkLAYcqIYzv
K-aUu_M02-Y,لماذا تُعتبر مقاييس التداول مضللة (ما لم يكن هذا صحيحًا),,,,https://www.youtube.com/watch?v=K-aUu_M02-Y
iImtlBRcczA,Master Volatility with ARCH & GARCH Models,,,,https://www.youtube.com/watch?v=iImtlBRcczA
czEyUZabE2U,Is Trading Luck or Skill? Quant Debunks Trading Gurus with Math,,,,https://www.youtube.com/watch?v=czEyUZabE2U&pp=0gcJCZkLAYcqIYzv
_hFw36wfmds,How to Build an Options Volatility Trading Tool in Python with Interactive Brokers,,,,https://www.youtube.com/watch?v=_hFw36wfmds
JwqjuUnR8OY,Time Series Analysis for Quant Finance,,,,https://www.youtube.com/watch?v=JwqjuUnR8OY
jM7Zd6GU86Q,How to Trade Options: Implied Volatility Crush,,,,https://www.youtube.com/watch?v=jM7Zd6GU86Q
CKXp_sMwPuY,Quant on Trading and Investing,,,,https://www.youtube.com/watch?v=CKXp_sMwPuY
19-rFVgJVkg,How to Build a Volatility Trading Dashboard in Python with Interactive Brokers,,,,https://www.youtube.com/watch?v=19-rFVgJVkg
j1XAcdEHzbU,Quant Trader on Retail vs. Institutional Trading,,,,https://www.youtube.com/watch?v=j1XAcdEHzbU
2-oAlnZV6hA,Heston Stochastic Volatility Model and Fast Fourier Transforms,,,,https://www.youtube.com/watch?v=2-oAlnZV6hA
uzbveN8n34U,Finite Differences Option Pricing for Quant Finance,,,,https://www.youtube.com/watch?v=uzbveN8n34U
qDAeSC40ZJE,Stochastic Differential Equations for Quant Finance,,,,https://www.youtube.com/watch?v=qDAeSC40ZJE
7tvW3NvRnPk,How to Trade with the Kelly Criterion,,,,https://www.youtube.com/watch?v=7tvW3NvRnPk
tX7b2KT63WQ,What Does AI Actually Learn,,,,https://www.youtube.com/watch?v=tX7b2KT63WQ
NlqpDB2BhxE,How to Trade with an Edge,,,,https://www.youtube.com/watch?v=NlqpDB2BhxE
-4sf43SLL3A,Why Monte Carlo Simulation Works,,,,https://www.youtube.com/watch?v=-4sf43SLL3A&pp=0gcJCZkLAYcqIYzv
hsot26myYYM,How to Price Exotic Options,,,,https://www.youtube.com/watch?v=hsot26myYYM
dUvZ8m3QpeI,Ito Integration Clearly and Visually Explained,,,,https://www.youtube.com/watch?v=dUvZ8m3QpeI
YH0tWpBaKGs,Trading with the Black-Scholes Implied Volatility Surface,,,,https://www.youtube.com/watch?v=YH0tWpBaKGs
TgBzqdN24fo,Ito's Lemma Clearly and Visually Explained,,,,https://www.youtube.com/watch?v=TgBzqdN24fo
YNvhjSr_nz0,Gambler's Ruin Problem in Quant Trading,,,,https://www.youtube.com/watch?v=YNvhjSr_nz0
Nm0XXPhpEx8,A Quant Derives the Karhunen–Loève Expansion of the Brownian Bridge in Continuous-Time,,,,https://www.youtube.com/watch?v=Nm0XXPhpEx8
fI3UHYD389g,"Is Quant Trading Gambling? Roulette, Poker, and Trading",,,,https://www.youtube.com/watch?v=fI3UHYD389g
qQYgbIYz9i0,How to Simulate Fractional Brownian Motion (fBm) via Davies-Harte,,,,https://www.youtube.com/watch?v=qQYgbIYz9i0
2ezWtM8J_os,Trading with Violated Model Assumptions,,,,https://www.youtube.com/watch?v=2ezWtM8J_os
kQPCTXxdptQ,How to Trade Option Implied Volatility,,,,https://www.youtube.com/watch?v=kQPCTXxdptQ&pp=0gcJCZkLAYcqIYzv
NqOj__PaMec,How to Trade,,,,https://www.youtube.com/watch?v=NqOj__PaMec
iXNSBn5xqrA,العوائد المتوقعة للأسهم غير موجودة,,,,https://www.youtube.com/watch?v=iXNSBn5xqrA
eZIITtd3UfY,لماذا لا ينجح تحسين المحفظة الاستثمارية,,,,https://www.youtube.com/watch?v=eZIITtd3UfY
-1RYvajksjQ,Monte Carlo Simulation and Black-Scholes for Pricing Options,,,,https://www.youtube.com/watch?v=-1RYvajksjQ
s0lVvYMA5OA,لماذا يهتم المتداولون الكميون بالتسعير,,,,https://www.youtube.com/watch?v=s0lVvYMA5OA
muHL4mQhMZE,Normally Distributed Returns and Value of an Annuity Due,,,,https://www.youtube.com/watch?v=muHL4mQhMZE&pp=0gcJCZkLAYcqIYzv
oKJ5Rb3PI-o,Analyzing Stock Returns with Principal Component Analysis in Python,,,,https://www.youtube.com/watch?v=oKJ5Rb3PI-o
Kkfu3uZbbwM,Fundamental Theorem of Calculus and Area of Bounded Regions,,,,https://www.youtube.com/watch?v=Kkfu3uZbbwM
df9arrckvL8,Information and Stock Price Prediction,,,,https://www.youtube.com/watch?v=df9arrckvL8&pp=0gcJCZkLAYcqIYzv
_87QHZXOOKA,How to Build an AI Trading Bot in Python,,,,https://www.youtube.com/watch?v=_87QHZXOOKA
7C72-fuccio,Uniform Probability and Binomial Random Variables,,,,https://www.youtube.com/watch?v=7C72-fuccio
aBfkf_0YsCY,Quant Investing for Beginners,,,,https://www.youtube.com/watch?v=aBfkf_0YsCY
aRr3chiwkrI,Can AI Learn Black-Scholes?,,,,https://www.youtube.com/watch?v=aRr3chiwkrI
Yms19aI3eu4,تداول الأسهم والتعريفات الجمركية,,,,https://www.youtube.com/watch?v=Yms19aI3eu4
Augr2c-PMc4,Managing Option Portfolios with Black-Scholes Greeks,,,,https://www.youtube.com/watch?v=Augr2c-PMc4
QBx-KCvNQBQ,A Quant's Visual Guide to Progress,,,,https://www.youtube.com/watch?v=QBx-KCvNQBQ
jDoLost28tE,Delta Hedging and Black-Scholes Prices,,,,https://www.youtube.com/watch?v=jDoLost28tE
CD8XYP4lq4g,Why is the Definition of a Derivative Useful?,,,,https://www.youtube.com/watch?v=CD8XYP4lq4g
Q1lxVrLHrYE,تداول التقلبات مارتينجال,,,,https://www.youtube.com/watch?v=Q1lxVrLHrYE&pp=0gcJCZkLAYcqIYzv
l2fX3jMC4h0,شاهد خبيراً مالياً (يحاول) إجراء عملية ضرب ذهني لرقمين,,,,https://www.youtube.com/watch?v=l2fX3jMC4h0
0x-Pc-Z3wu4,How to Trade with the Black-Scholes Model,,,,https://www.youtube.com/watch?v=0x-Pc-Z3wu4
A9o2El2FN_M,I Made an Open-Source Market-Making Game to Practice Trading,,,,https://www.youtube.com/watch?v=A9o2El2FN_M
boh9JkGPG9U,Analyzing Trading Strategy Performance Over Time,,,,https://www.youtube.com/watch?v=boh9JkGPG9U
WP9fb7AMFsI,How to Make & Lose Money Trading,,,,https://www.youtube.com/watch?v=WP9fb7AMFsI
Iu_gCD74Y70,Control Variates for Variance Reduction,,,,https://www.youtube.com/watch?v=Iu_gCD74Y70
1WB8PtKnaqU,Inverse Transform Method for Generating Random Variables,,,,https://www.youtube.com/watch?v=1WB8PtKnaqU
0SX_GAgMNkA,"How Machines Learn: Gradient Descent, Stochastic Gradient Descent, Simulated Annealing",,,,https://www.youtube.com/watch?v=0SX_GAgMNkA
cRN0rwWSXEw,Quant Guild's Macroeconomic Outlook (03/03/2024),,,,https://www.youtube.com/watch?v=cRN0rwWSXEw
oo4Ish9TW7U,Markovian Modeling using First Step Analysis,,,,https://www.youtube.com/watch?v=oo4Ish9TW7U
b6yrn6FqTvs,Mastering Markov Chains for Quant Interviews,,,,https://www.youtube.com/watch?v=b6yrn6FqTvs
L3FqYBDw9fE,Chapman-Kolmogorov Equations with Applications to Discrete Homogeneous Markov Chains,,,,https://www.youtube.com/watch?v=L3FqYBDw9fE
GF2lJ-G2BYc,What Happens when the Expectation is Infinity?,,,,https://www.youtube.com/watch?v=GF2lJ-G2BYc
lGJ6z_jHFwM,Quant Interview Questions | Consecutive Coin Flip Payouts,,,,https://www.youtube.com/watch?v=lGJ6z_jHFwM&pp=0gcJCZkLAYcqIYzv
dGzsOXNRbQY,Quant Interview Questions | Probabilities of Minimum and Maximum Functions,,,,https://www.youtube.com/watch?v=dGzsOXNRbQY
yFuZDac9fKo,Executive Compensation and Firm Performance,,,,https://www.youtube.com/watch?v=yFuZDac9fKo&pp=0gcJCZkLAYcqIYzv
1XeA-fkjppY,Simulating Brownian Motion in Python,,,,https://www.youtube.com/watch?v=1XeA-fkjppY
h_t46xlS-N8,Graduate Level Research at an Ivy League University,,,,https://www.youtube.com/watch?v=h_t46xlS-N8
ZE3Fi4ZH7f8,Moment Generating Functions and Normal Random Variables,,,,https://www.youtube.com/watch?v=ZE3Fi4ZH7f8
YyBG3IESj90,Critical Values in 3 Minutes,,,,https://www.youtube.com/watch?v=YyBG3IESj90&pp=0gcJCZkLAYcqIYzv
2eQLnHiJJ7A,"Expectation, Variance, Independence, Covariance, and Correlation",,,,https://www.youtube.com/watch?v=2eQLnHiJJ7A
ndou1b8NGQ0,Applied Statistics and Statistical Inference,,,,https://www.youtube.com/watch?v=ndou1b8NGQ0
fbqNL9ae6yU,The Method of Maximum Likelihood Estimation,,,,https://www.youtube.com/watch?v=fbqNL9ae6yU
q9lTerSyptI,تحليل المشاعر الاجتماعية وتوصيات المحللين على منصة StockTwits لتحسين استراتيجيات التداول,,,,https://www.youtube.com/watch?v=q9lTerSyptI
AWTtDAl3i7E,Building a Contemporaneous Social Sentiment Trading Strategy using Financial Modeling Prep's API,,,,https://www.youtube.com/watch?v=AWTtDAl3i7E
7h8MDB029MQ,Correcting the Interpretation of a Confidence Interval,,,,https://www.youtube.com/watch?v=7h8MDB029MQ
tb5gaJzVrlk,Intuition for Law of Large Numbers and Central Limit Theorem,,,,https://www.youtube.com/watch?v=tb5gaJzVrlk
HDsa_9SeysE,C/C++ Pass by Value and Pass by Reference in 3 Minutes,,,,https://www.youtube.com/watch?v=HDsa_9SeysE&pp=0gcJCZkLAYcqIYzv
uzrri0lKGcA,C/C++ Pointers in 3 Minutes,,,,https://www.youtube.com/watch?v=uzrri0lKGcA
_c_P5TqiiTE,Stock Price Process Intuition for Equity Derivatives,,,,https://www.youtube.com/watch?v=_c_P5TqiiTE
75NdmQ8ptqE,Building a Profitable Algorithmic Trading System in Java (Crypto & Equities) | Chapter 1: Connection,,,,https://www.youtube.com/watch?v=75NdmQ8ptqE
xuykp2s3pfg,How to Build Fast Neural Networks with GPU using PyTorch,,,,https://www.youtube.com/watch?v=xuykp2s3pfg
-B3WduveTV0,People Publish Trading Strategies? | Tetlock 2007 Paper Review,,,,https://www.youtube.com/watch?v=-B3WduveTV0
uKcbP6g2f18,Deep Learning (Rough) Volatility Paper Review,,,,https://www.youtube.com/watch?v=uKcbP6g2f18
jjoLCmXkv9E,Workshop Wednesday Check-In,,,,https://www.youtube.com/watch?v=jjoLCmXkv9E
XFWxQJvwAus,Time Value of Money and Computing Compound Interest,,,,https://www.youtube.com/watch?v=XFWxQJvwAus
xh7HgsReYGk,الانحدارات الخطية في بايثون,,,,https://www.youtube.com/watch?v=xh7HgsReYGk
HgjeDJVCHSo,What are European Options?,,,,https://www.youtube.com/watch?v=HgjeDJVCHSo
YRCOHV27H6U,The Normal Distribution in Python,,,,https://www.youtube.com/watch?v=YRCOHV27H6U
mBXgdjlqSjc,The Normal Distribution,,,,https://www.youtube.com/watch?v=mBXgdjlqSjc
hJmX1V5JlRs,Linear Algebra: Linear Independence | Math Mondays?,,,,https://www.youtube.com/watch?v=hJmX1V5JlRs
pstj_4rV6yQ,Introduction to Python | Chapter IV: Multithreading,,,,https://www.youtube.com/watch?v=pstj_4rV6yQ
0rnZ3yEu2y0,مقدمة في لغة بايثون,,,,https://www.youtube.com/watch?v=0rnZ3yEu2y0
4hNgWlUfp4w,الحركات البراونية المترابطة في بايثون,,,,https://www.youtube.com/watch?v=4hNgWlUfp4w
AtJ2DLo8dKY,أفضل 5 حيل في بايثون في 5 دقائق,,,,https://www.youtube.com/watch?v=AtJ2DLo8dKY
VzieTIsBaHM,ما هي التقلبات الضمنية في السوق؟,,,,https://www.youtube.com/watch?v=VzieTIsBaHM&pp=0gcJCZkLAYcqIYzv
EnsWVUjpqDE,Monte Carlo Integration in Python,,,,https://www.youtube.com/watch?v=EnsWVUjpqDE
2iClLEfXuqA,كيفية إيجاد معادلة بلاك-سكولز-ميرتون التفاضلية الجزئية,,,,https://www.youtube.com/watch?v=2iClLEfXuqA
y7tYH6Io0Y4,Linear Regression Clearly Explained with Matrices,,,,https://www.youtube.com/watch?v=y7tYH6Io0Y4
N0eWsviaXMQ,Forecasting my Subscribers for 2023,,,,https://www.youtube.com/watch?v=N0eWsviaXMQ
ztyh4L6rSR8,لماذا يعد إعادة التوازن للمحفظة الاستثمارية أمرا مهما؟,,,,https://www.youtube.com/watch?v=ztyh4L6rSR8
_ta4Hhox1Vc,Understanding and Calculating Option Greeks in Python,,,,https://www.youtube.com/watch?v=_ta4Hhox1Vc
lCwg599tCm4,Time Series Analysis: Why are Unit Roots Important?,,,,https://www.youtube.com/watch?v=lCwg599tCm4
XiYnZ6Dy4v8,How to Build Interactive Python Web Apps in Seconds,,,,https://www.youtube.com/watch?v=XiYnZ6Dy4v8
hkDmPbU3DsQ,Welcome to Quant Guild,,,,https://www.youtube.com/watch?v=hkDmPbU3DsQ
5BKmO7zNDkM,Python Bachelier Model Simulation in 3 Minutes,,,,https://www.youtube.com/watch?v=5BKmO7zNDkM
J1sBj9K-BhE,Bachelier Model Call Option Price Derivation,,,,https://www.youtube.com/watch?v=J1sBj9K-BhE
6yDsKwD9pzw,Intuitive Introduction to Brownian Motion,,,,https://www.youtube.com/watch?v=6yDsKwD9pzw
